16,2016-01-22-58,7.0
17,2016-01-22-58,0.0
18,2016-01-22-58,1.0
19,2016-01-22-58,2.0
20,2016-01-22-58,4.0
21,2016-01-22-58,2.0
22,2016-01-22-58,10.0
23,2016-01-22-58,161.0
24,2016-01-22-58,95.0
25,2016-01-22-58,22.0
26,2016-01-22-58,84.0
27,2016-01-22-58,9.0
28,2016-01-22-58,11.0
29,2016-01-22-58,12.0
30,2016-01-22-58,0.0
31,2016-01-22-58,4.0
32,2016-01-22-58,0.0
33,2016-01-22-58,0.0
34,2016-01-22-58,1.0
35,2016-01-22-58,3.0
36,2016-01-22-58,1.0
37,2016-01-22-58,278.0
38,2016-01-22-58,6.0
39,2016-01-22-58,1.0
40,2016-01-22-58,2.0
41,2016-01-22-58,5.0
42,2016-01-22-58,4.0
43,2016-01-22-58,0.0
44,2016-01-22-58,0.0
45,2016-01-22-58,0.0
46,2016-01-22-58,106.0
47,2016-01-22-58,2.0
48,2016-01-22-58,15.0
49,2016-01-22-58,0.0
51,2016-01-22-58,24.0
53,2016-01-22-58,17.0
54,2016-01-22-58,0.0
55,2016-01-22-58,0.0
56,2016-01-22-58,0.0
57,2016-01-22-58,1.0
58,2016-01-22-58,1.0
59,2016-01-22-58,0.0
60,2016-01-22-58,0.0
61,2016-01-22-58,0.0
64,2016-01-22-58,0.0
65,2016-01-22-58,0.0
66,2016-01-22-58,0.0
1,2016-01-22-70,4.0
2,2016-01-22-70,0.0
3,2016-01-22-70,1.0
4,2016-01-22-70,8.0
5,2016-01-22-70,0.0
6,2016-01-22-70,10.0
7,2016-01-22-70,7.0
8,2016-01-22-70,46.0
9,2016-01-22-70,1.0
10,2016-01-22-70,0.0
11,2016-01-22-70,1.0
12,2016-01-22-70,3.0
13,2016-01-22-70,1.0
14,2016-01-22-70,5.0
16,2016-01-22-70,1.0
17,2016-01-22-70,1.0
18,2016-01-22-70,0.0
19,2016-01-22-70,2.0
20,2016-01-22-70,6.0
21,2016-01-22-70,1.0
22,2016-01-22-70,11.0
23,2016-01-22-70,67.0
24,2016-01-22-70,49.0
25,2016-01-22-70,3.0
26,2016-01-22-70,10.0
27,2016-01-22-70,8.0
28,2016-01-22-70,4.0
29,2016-01-22-70,7.0
30,2016-01-22-70,0.0
31,2016-01-22-70,3.0
32,2016-01-22-70,0.0
33,2016-01-22-70,2.0
34,2016-01-22-70,1.0
35,2016-01-22-70,1.0
36,2016-01-22-70,0.0
37,2016-01-22-70,37.0
38,2016-01-22-70,2.0
39,2016-01-22-70,1.0
40,2016-01-22-70,1.0
41,2016-01-22-70,2.0
42,2016-01-22-70,4.0
43,2016-01-22-70,0.0
45,2016-01-22-70,1.0
46,2016-01-22-70,28.0
47,2016-01-22-70,4.0
48,2016-01-22-70,10.0
49,2016-01-22-70,2.0
51,2016-01-22-70,15.0
53,2016-01-22-70,1.0
54,2016-01-22-70,0.0
55,2016-01-22-70,0.0
56,2016-01-22-70,0.0
57,2016-01-22-70,0.0
58,2016-01-22-70,0.0
61,2016-01-22-70,1.0
64,2016-01-22-70,0.0
66,2016-01-22-70,0.0
1,2016-01-22-82,5.0
2,2016-01-22-82,0.0
3,2016-01-22-82,0.0
4,2016-01-22-82,10.0
5,2016-01-22-82,0.0
6,2016-01-22-82,7.0
7,2016-01-22-82,56.0
8,2016-01-22-82,108.0
9,2016-01-22-82,3.0
10,2016-01-22-82,0.0
11,2016-01-22-82,1.0
12,2016-01-22-82,3.0
13,2016-01-22-82,0.0
14,2016-01-22-82,7.0
16,2016-01-22-82,1.0
17,2016-01-22-82,0.0
18,2016-01-22-82,2.0
19,2016-01-22-82,1.0
20,2016-01-22-82,4.0
21,2016-01-22-82,2.0
22,2016-01-22-82,12.0
23,2016-01-22-82,25.0
24,2016-01-22-82,47.0
25,2016-01-22-82,1.0
26,2016-01-22-82,24.0
27,2016-01-22-82,9.0
28,2016-01-22-82,6.0
29,2016-01-22-82,2.0
31,2016-01-22-82,1.0
32,2016-01-22-82,1.0
33,2016-01-22-82,2.0
34,2016-01-22-82,0.0
35,2016-01-22-82,5.0
36,2016-01-22-82,1.0
37,2016-01-22-82,73.0
38,2016-01-22-82,1.0
39,2016-01-22-82,1.0
40,2016-01-22-82,1.0
41,2016-01-22-82,0.0
42,2016-01-22-82,3.0
43,2016-01-22-82,0.0
44,2016-01-22-82,1.0
45,2016-01-22-82,3.0
46,2016-01-22-82,19.0
47,2016-01-22-82,4.0
48,2016-01-22-82,11.0
49,2016-01-22-82,0.0
51,2016-01-22-82,28.0
53,2016-01-22-82,1.0
54,2016-01-22-82,0.0
55,2016-01-22-82,0.0
56,2016-01-22-82,0.0
57,2016-01-22-82,0.0
58,2016-01-22-82,5.0
59,2016-01-22-82,0.0
60,2016-01-22-82,0.0
61,2016-01-22-82,0.0
64,2016-01-22-82,0.0
65,2016-01-22-82,0.0
66,2016-01-22-82,0.0
1,2016-01-22-94,4.0
2,2016-01-22-94,1.0
4,2016-01-22-94,4.0
5,2016-01-22-94,0.0
6,2016-01-22-94,3.0
7,2016-01-22-94,138.0
8,2016-01-22-94,84.0
9,2016-01-22-94,2.0
10,2016-01-22-94,0.0
11,2016-01-22-94,0.0
12,2016-01-22-94,3.0
13,2016-01-22-94,0.0
14,2016-01-22-94,6.0
16,2016-01-22-94,0.0
17,2016-01-22-94,0.0
18,2016-01-22-94,1.0
19,2016-01-22-94,1.0
20,2016-01-22-94,3.0
21,2016-01-22-94,2.0
22,2016-01-22-94,14.0
23,2016-01-22-94,32.0
24,2016-01-22-94,9.0
25,2016-01-22-94,1.0
26,2016-01-22-94,6.0
27,2016-01-22-94,8.0
28,2016-01-22-94,6.0
29,2016-01-22-94,1.0
30,2016-01-22-94,0.0
31,2016-01-22-94,1.0
32,2016-01-22-94,0.0
33,2016-01-22-94,0.0
34,2016-01-22-94,0.0
35,2016-01-22-94,0.0
36,2016-01-22-94,0.0
37,2016-01-22-94,84.0
38,2016-01-22-94,1.0
39,2016-01-22-94,1.0
40,2016-01-22-94,1.0
41,2016-01-22-94,0.0
42,2016-01-22-94,3.0
43,2016-01-22-94,1.0
45,2016-01-22-94,1.0
46,2016-01-22-94,9.0
47,2016-01-22-94,1.0
48,2016-01-22-94,96.0
49,2016-01-22-94,0.0
51,2016-01-22-94,92.0
53,2016-01-22-94,0.0
54,2016-01-22-94,0.0
56,2016-01-22-94,0.0
57,2016-01-22-94,0.0
58,2016-01-22-94,0.0
61,2016-01-22-94,0.0
64,2016-01-22-94,0.0
65,2016-01-22-94,0.0
66,2016-01-22-94,0.0
1,2016-01-22-106,6.0
2,2016-01-22-106,0.0
3,2016-01-22-106,1.0
4,2016-01-22-106,12.0
5,2016-01-22-106,0.0
6,2016-01-22-106,1.0
7,2016-01-22-106,431.0
8,2016-01-22-106,328.0
9,2016-01-22-106,1.0
10,2016-01-22-106,1.0
11,2016-01-22-106,1.0
12,2016-01-22-106,11.0
13,2016-01-22-106,2.0
14,2016-01-22-106,55.0
16,2016-01-22-106,1.0
17,2016-01-22-106,0.0
18,2016-01-22-106,1.0
19,2016-01-22-106,6.0
20,2016-01-22-106,8.0
21,2016-01-22-106,3.0
22,2016-01-22-106,33.0
23,2016-01-22-106,182.0
24,2016-01-22-106,4.0
25,2016-01-22-106,1.0
26,2016-01-22-106,53.0
27,2016-01-22-106,17.0
28,2016-01-22-106,33.0
29,2016-01-22-106,2.0
30,2016-01-22-106,1.0
31,2016-01-22-106,2.0
32,2016-01-22-106,1.0
33,2016-01-22-106,0.0
34,2016-01-22-106,1.0
35,2016-01-22-106,11.0
36,2016-01-22-106,2.0
37,2016-01-22-106,211.0
38,2016-01-22-106,1.0
39,2016-01-22-106,1.0
40,2016-01-22-106,0.0
41,2016-01-22-106,1.0
42,2016-01-22-106,4.0
43,2016-01-22-106,1.0
45,2016-01-22-106,2.0
46,2016-01-22-106,30.0
47,2016-01-22-106,1.0
48,2016-01-22-106,314.0
49,2016-01-22-106,0.0
50,2016-01-22-106,0.0
51,2016-01-22-106,814.0
53,2016-01-22-106,8.0
54,2016-01-22-106,0.0
56,2016-01-22-106,2.0
57,2016-01-22-106,0.0
58,2016-01-22-106,0.0
61,2016-01-22-106,0.0
63,2016-01-22-106,0.0
64,2016-01-22-106,0.0
65,2016-01-22-106,0.0
66,2016-01-22-106,0.0
1,2016-01-22-118,6.0
2,2016-01-22-118,1.0
3,2016-01-22-118,0.0
4,2016-01-22-118,15.0
5,2016-01-22-118,0.0
6,2016-01-22-118,1.0
7,2016-01-22-118,64.0
8,2016-01-22-118,50.0
9,2016-01-22-118,2.0
11,2016-01-22-118,1.0
12,2016-01-22-118,4.0
13,2016-01-22-118,0.0
14,2016-01-22-118,5.0
16,2016-01-22-118,0.0
17,2016-01-22-118,0.0
18,2016-01-22-118,0.0
19,2016-01-22-118,1.0
20,2016-01-22-118,5.0
21,2016-01-22-118,2.0
22,2016-01-22-118,16.0
23,2016-01-22-118,18.0
24,2016-01-22-118,3.0
25,2016-01-22-118,4.0
26,2016-01-22-118,103.0
27,2016-01-22-118,8.0
28,2016-01-22-118,18.0
29,2016-01-22-118,1.0
30,2016-01-22-118,0.0
31,2016-01-22-118,2.0
32,2016-01-22-118,0.0
33,2016-01-22-118,0.0
34,2016-01-22-118,0.0
35,2016-01-22-118,8.0
36,2016-01-22-118,1.0
37,2016-01-22-118,8.0
38,2016-01-22-118,0.0
39,2016-01-22-118,7.0
40,2016-01-22-118,0.0
41,2016-01-22-118,0.0
42,2016-01-22-118,3.0
43,2016-01-22-118,0.0
45,2016-01-22-118,0.0
46,2016-01-22-118,11.0
47,2016-01-22-118,0.0
48,2016-01-22-118,47.0
49,2016-01-22-118,0.0
51,2016-01-22-118,85.0
52,2016-01-22-118,0.0
53,2016-01-22-118,1.0
54,2016-01-22-118,0.0
55,2016-01-22-118,0.0
56,2016-01-22-118,0.0
57,2016-01-22-118,0.0
58,2016-01-22-118,0.0
59,2016-01-22-118,0.0
61,2016-01-22-118,0.0
62,2016-01-22-118,0.0
64,2016-01-22-118,0.0
65,2016-01-22-118,0.0
66,2016-01-22-118,0.0
1,2016-01-22-130,6.0
2,2016-01-22-130,0.0
3,2016-01-22-130,0.0
4,2016-01-22-130,9.0
6,2016-01-22-130,1.0
7,2016-01-22-130,142.0
8,2016-01-22-130,125.0
9,2016-01-22-130,1.0
11,2016-01-22-130,0.0
12,2016-01-22-130,4.0
13,2016-01-22-130,1.0
14,2016-01-22-130,6.0
16,2016-01-22-130,0.0
17,2016-01-22-130,0.0
18,2016-01-22-130,1.0
19,2016-01-22-130,2.0
20,2016-01-22-130,4.0
21,2016-01-22-130,2.0
22,2016-01-22-130,14.0
23,2016-01-22-130,66.0
24,2016-01-22-130,3.0
25,2016-01-22-130,1.0
26,2016-01-22-130,3.0
27,2016-01-22-130,7.0
28,2016-01-22-130,141.0
29,2016-01-22-130,1.0
30,2016-01-22-130,0.0
31,2016-01-22-130,1.0
32,2016-01-22-130,0.0
33,2016-01-22-130,0.0
34,2016-01-22-130,0.0
35,2016-01-22-130,1.0
36,2016-01-22-130,0.0
37,2016-01-22-130,9.0
38,2016-01-22-130,2.0
39,2016-01-22-130,2.0
40,2016-01-22-130,0.0
41,2016-01-22-130,0.0
42,2016-01-22-130,2.0
43,2016-01-22-130,0.0
44,2016-01-22-130,0.0
45,2016-01-22-130,0.0
46,2016-01-22-130,19.0
47,2016-01-22-130,1.0
48,2016-01-22-130,177.0
49,2016-01-22-130,0.0
51,2016-01-22-130,681.0
53,2016-01-22-130,0.0
54,2016-01-22-130,0.0
55,2016-01-22-130,0.0
56,2016-01-22-130,0.0
57,2016-01-22-130,1.0
58,2016-01-22-130,0.0
59,2016-01-22-130,0.0
64,2016-01-22-130,0.0
66,2016-01-22-130,0.0
1,2016-01-22-142,3.0
2,2016-01-22-142,1.0
4,2016-01-22-142,1.0
6,2016-01-22-142,0.0
7,2016-01-22-142,7.0
8,2016-01-22-142,7.0
9,2016-01-22-142,1.0
11,2016-01-22-142,0.0
12,2016-01-22-142,3.0
13,2016-01-22-142,0.0
14,2016-01-22-142,2.0
16,2016-01-22-142,0.0
17,2016-01-22-142,0.0
18,2016-01-22-142,1.0
19,2016-01-22-142,1.0
20,2016-01-22-142,1.0
21,2016-01-22-142,1.0
22,2016-01-22-142,15.0
23,2016-01-22-142,34.0
24,2016-01-22-142,2.0
25,2016-01-22-142,1.0
26,2016-01-22-142,2.0
27,2016-01-22-142,6.0
28,2016-01-22-142,5.0
29,2016-01-22-142,1.0
31,2016-01-22-142,1.0
32,2016-01-22-142,0.0
33,2016-01-22-142,0.0
34,2016-01-22-142,1.0
35,2016-01-22-142,0.0
36,2016-01-22-142,0.0
37,2016-01-22-142,3.0
38,2016-01-22-142,0.0
39,2016-01-22-142,1.0
40,2016-01-22-142,1.0
41,2016-01-22-142,0.0
42,2016-01-22-142,6.0
45,2016-01-22-142,0.0
46,2016-01-22-142,2.0
47,2016-01-22-142,0.0
48,2016-01-22-142,21.0
51,2016-01-22-142,162.0
53,2016-01-22-142,0.0
54,2016-01-22-142,0.0
55,2016-01-22-142,0.0
57,2016-01-22-142,0.0
59,2016-01-22-142,0.0
64,2016-01-22-142,0.0
66,2016-01-22-142,0.0
1,2016-01-24-58,3.0
2,2016-01-24-58,0.0
3,2016-01-24-58,0.0
4,2016-01-24-58,7.0
6,2016-01-24-58,4.0
7,2016-01-24-58,14.0
8,2016-01-24-58,63.0
9,2016-01-24-58,1.0
10,2016-01-24-58,1.0
11,2016-01-24-58,1.0
12,2016-01-24-58,3.0
13,2016-01-24-58,1.0
14,2016-01-24-58,14.0
16,2016-01-24-58,0.0
17,2016-01-24-58,0.0
18,2016-01-24-58,1.0
19,2016-01-24-58,1.0
20,2016-01-24-58,3.0
21,2016-01-24-58,1.0
22,2016-01-24-58,9.0
23,2016-01-24-58,15.0
24,2016-01-24-58,60.0
25,2016-01-24-58,1.0
26,2016-01-24-58,4.0
27,2016-01-24-58,11.0
28,2016-01-24-58,5.0
29,2016-01-24-58,6.0
31,2016-01-24-58,3.0
32,2016-01-24-58,0.0
33,2016-01-24-58,1.0
34,2016-01-24-58,1.0
35,2016-01-24-58,1.0
36,2016-01-24-58,1.0
37,2016-01-24-58,37.0
38,2016-01-24-58,2.0
39,2016-01-24-58,1.0
40,2016-01-24-58,1.0
41,2016-01-24-58,2.0
42,2016-01-24-58,3.0
44,2016-01-24-58,0.0
45,2016-01-24-58,0.0
46,2016-01-24-58,39.0
47,2016-01-24-58,2.0
48,2016-01-24-58,7.0
49,2016-01-24-58,2.0
50,2016-01-24-58,1.0
51,2016-01-24-58,15.0
52,2016-01-24-58,0.0
53,2016-01-24-58,0.0
54,2016-01-24-58,0.0
56,2016-01-24-58,1.0
57,2016-01-24-58,0.0
58,2016-01-24-58,1.0
60,2016-01-24-58,0.0
61,2016-01-24-58,0.0
64,2016-01-24-58,0.0
65,2016-01-24-58,0.0
66,2016-01-24-58,0.0
1,2016-01-24-70,4.0
2,2016-01-24-70,0.0
3,2016-01-24-70,0.0
4,2016-01-24-70,5.0
5,2016-01-24-70,0.0
6,2016-01-24-70,3.0
7,2016-01-24-70,9.0
8,2016-01-24-70,74.0
9,2016-01-24-70,5.0
10,2016-01-24-70,1.0
11,2016-01-24-70,2.0
12,2016-01-24-70,5.0
13,2016-01-24-70,1.0
14,2016-01-24-70,19.0
16,2016-01-24-70,1.0
17,2016-01-24-70,0.0
18,2016-01-24-70,1.0
19,2016-01-24-70,2.0
20,2016-01-24-70,9.0
21,2016-01-24-70,2.0
22,2016-01-24-70,12.0
23,2016-01-24-70,45.0
24,2016-01-24-70,76.0
25,2016-01-24-70,1.0
26,2016-01-24-70,37.0
27,2016-01-24-70,10.0
28,2016-01-24-70,17.0
29,2016-01-24-70,10.0
30,2016-01-24-70,1.0
31,2016-01-24-70,2.0
32,2016-01-24-70,0.0
33,2016-01-24-70,1.0
34,2016-01-24-70,1.0
35,2016-01-24-70,2.0
36,2016-01-24-70,1.0
37,2016-01-24-70,134.0
38,2016-01-24-70,3.0
39,2016-01-24-70,1.0
40,2016-01-24-70,1.0
41,2016-01-24-70,3.0
42,2016-01-24-70,3.0
44,2016-01-24-70,0.0
45,2016-01-24-70,2.0
46,2016-01-24-70,119.0
47,2016-01-24-70,3.0
48,2016-01-24-70,6.0
50,2016-01-24-70,1.0
51,2016-01-24-70,14.0
52,2016-01-24-70,0.0
53,2016-01-24-70,1.0
54,2016-01-24-70,0.0
55,2016-01-24-70,0.0
56,2016-01-24-70,0.0
57,2016-01-24-70,0.0
58,2016-01-24-70,0.0
59,2016-01-24-70,0.0
60,2016-01-24-70,1.0
62,2016-01-24-70,0.0
64,2016-01-24-70,0.0
66,2016-01-24-70,0.0
1,2016-01-24-82,5.0
2,2016-01-24-82,0.0
3,2016-01-24-82,0.0
4,2016-01-24-82,9.0
5,2016-01-24-82,1.0
6,2016-01-24-82,3.0
7,2016-01-24-82,25.0
8,2016-01-24-82,46.0
9,2016-01-24-82,3.0
10,2016-01-24-82,2.0
11,2016-01-24-82,4.0
12,2016-01-24-82,4.0
13,2016-01-24-82,0.0
14,2016-01-24-82,6.0
16,2016-01-24-82,2.0
17,2016-01-24-82,0.0
18,2016-01-24-82,1.0
19,2016-01-24-82,5.0
20,2016-01-24-82,4.0
21,2016-01-24-82,1.0
22,2016-01-24-82,12.0
23,2016-01-24-82,29.0
24,2016-01-24-82,21.0
25,2016-01-24-82,1.0
26,2016-01-24-82,5.0
27,2016-01-24-82,9.0
28,2016-01-24-82,15.0
29,2016-01-24-82,4.0
30,2016-01-24-82,0.0
31,2016-01-24-82,2.0
32,2016-01-24-82,1.0
33,2016-01-24-82,0.0
34,2016-01-24-82,1.0
35,2016-01-24-82,0.0
36,2016-01-24-82,1.0
37,2016-01-24-82,49.0
38,2016-01-24-82,4.0
39,2016-01-24-82,0.0
40,2016-01-24-82,0.0
41,2016-01-24-82,0.0
42,2016-01-24-82,3.0
43,2016-01-24-82,1.0
45,2016-01-24-82,3.0
46,2016-01-24-82,20.0
47,2016-01-24-82,4.0
48,2016-01-24-82,40.0
49,2016-01-24-82,1.0
50,2016-01-24-82,0.0
51,2016-01-24-82,30.0
52,2016-01-24-82,0.0
53,2016-01-24-82,2.0
54,2016-01-24-82,0.0
55,2016-01-24-82,0.0
56,2016-01-24-82,1.0
57,2016-01-24-82,0.0
58,2016-01-24-82,1.0
59,2016-01-24-82,0.0
61,2016-01-24-82,0.0
62,2016-01-24-82,0.0
64,2016-01-24-82,0.0
65,2016-01-24-82,0.0
66,2016-01-24-82,0.0
1,2016-01-24-94,5.0
2,2016-01-24-94,1.0
3,2016-01-24-94,0.0
4,2016-01-24-94,4.0
5,2016-01-24-94,0.0
6,2016-01-24-94,2.0
7,2016-01-24-94,19.0
8,2016-01-24-94,23.0
9,2016-01-24-94,2.0
10,2016-01-24-94,0.0
11,2016-01-24-94,1.0
12,2016-01-24-94,4.0
13,2016-01-24-94,0.0
14,2016-01-24-94,6.0
16,2016-01-24-94,1.0
17,2016-01-24-94,0.0
18,2016-01-24-94,1.0
19,2016-01-24-94,1.0
20,2016-01-24-94,5.0
21,2016-01-24-94,2.0
22,2016-01-24-94,12.0
23,2016-01-24-94,21.0
24,2016-01-24-94,6.0
25,2016-01-24-94,1.0
26,2016-01-24-94,5.0
27,2016-01-24-94,8.0
28,2016-01-24-94,7.0
29,2016-01-24-94,2.0
30,2016-01-24-94,0.0
31,2016-01-24-94,1.0
33,2016-01-24-94,0.0
34,2016-01-24-94,1.0
35,2016-01-24-94,3.0
36,2016-01-24-94,0.0
37,2016-01-24-94,9.0
38,2016-01-24-94,0.0
39,2016-01-24-94,1.0
40,2016-01-24-94,1.0
41,2016-01-24-94,1.0
42,2016-01-24-94,4.0
43,2016-01-24-94,0.0
45,2016-01-24-94,0.0
46,2016-01-24-94,4.0
47,2016-01-24-94,0.0
48,2016-01-24-94,101.0
49,2016-01-24-94,0.0
51,2016-01-24-94,31.0
53,2016-01-24-94,0.0
54,2016-01-24-94,0.0
56,2016-01-24-94,0.0
57,2016-01-24-94,0.0
58,2016-01-24-94,0.0
60,2016-01-24-94,0.0
61,2016-01-24-94,0.0
64,2016-01-24-94,0.0
65,2016-01-24-94,0.0
66,2016-01-24-94,0.0
1,2016-01-24-106,8.0
2,2016-01-24-106,1.0
3,2016-01-24-106,1.0
4,2016-01-24-106,4.0
5,2016-01-24-106,0.0
6,2016-01-24-106,2.0
7,2016-01-24-106,49.0
8,2016-01-24-106,34.0
9,2016-01-24-106,4.0
10,2016-01-24-106,0.0
11,2016-01-24-106,2.0
12,2016-01-24-106,20.0
13,2016-01-24-106,5.0
14,2016-01-24-106,7.0
15,2016-01-24-106,1.0
16,2016-01-24-106,8.0
17,2016-01-24-106,0.0
18,2016-01-24-106,1.0
19,2016-01-24-106,2.0
20,2016-01-24-106,4.0
21,2016-01-24-106,3.0
22,2016-01-24-106,20.0
23,2016-01-24-106,47.0
24,2016-01-24-106,5.0
25,2016-01-24-106,4.0
26,2016-01-24-106,4.0
27,2016-01-24-106,15.0
28,2016-01-24-106,14.0
29,2016-01-24-106,4.0
30,2016-01-24-106,0.0
31,2016-01-24-106,2.0
32,2016-01-24-106,0.0
33,2016-01-24-106,0.0
34,2016-01-24-106,1.0
35,2016-01-24-106,4.0
36,2016-01-24-106,1.0
37,2016-01-24-106,12.0
38,2016-01-24-106,0.0
39,2016-01-24-106,1.0
40,2016-01-24-106,1.0
41,2016-01-24-106,1.0
42,2016-01-24-106,5.0
43,2016-01-24-106,0.0
44,2016-01-24-106,0.0
45,2016-01-24-106,0.0
46,2016-01-24-106,5.0
47,2016-01-24-106,0.0
48,2016-01-24-106,270.0
49,2016-01-24-106,0.0
50,2016-01-24-106,0.0
51,2016-01-24-106,210.0
53,2016-01-24-106,0.0
54,2016-01-24-106,1.0
56,2016-01-24-106,0.0
57,2016-01-24-106,1.0
58,2016-01-24-106,0.0
59,2016-01-24-106,0.0
60,2016-01-24-106,0.0
61,2016-01-24-106,0.0
64,2016-01-24-106,0.0
65,2016-01-24-106,0.0
66,2016-01-24-106,1.0
1,2016-01-24-118,6.0
2,2016-01-24-118,1.0
3,2016-01-24-118,0.0
4,2016-01-24-118,4.0
5,2016-01-24-118,0.0
6,2016-01-24-118,2.0
7,2016-01-24-118,8.0
8,2016-01-24-118,14.0
9,2016-01-24-118,2.0
10,2016-01-24-118,1.0
11,2016-01-24-118,1.0
12,2016-01-24-118,4.0
13,2016-01-24-118,0.0
14,2016-01-24-118,5.0
16,2016-01-24-118,0.0
17,2016-01-24-118,0.0
18,2016-01-24-118,1.0
19,2016-01-24-118,2.0
20,2016-01-24-118,3.0
21,2016-01-24-118,3.0
22,2016-01-24-118,17.0
23,2016-01-24-118,20.0
24,2016-01-24-118,8.0
25,2016-01-24-118,6.0
26,2016-01-24-118,1.0
27,2016-01-24-118,8.0
28,2016-01-24-118,6.0
29,2016-01-24-118,1.0
30,2016-01-24-118,0.0
31,2016-01-24-118,3.0
32,2016-01-24-118,0.0
33,2016-01-24-118,0.0
34,2016-01-24-118,1.0
35,2016-01-24-118,1.0
36,2016-01-24-118,0.0
37,2016-01-24-118,6.0
38,2016-01-24-118,1.0
39,2016-01-24-118,2.0
40,2016-01-24-118,1.0
41,2016-01-24-118,0.0
42,2016-01-24-118,2.0
43,2016-01-24-118,0.0
44,2016-01-24-118,0.0
45,2016-01-24-118,0.0
46,2016-01-24-118,3.0
47,2016-01-24-118,3.0
48,2016-01-24-118,49.0
49,2016-01-24-118,0.0
51,2016-01-24-118,76.0
52,2016-01-24-118,0.0
53,2016-01-24-118,0.0
54,2016-01-24-118,0.0
55,2016-01-24-118,0.0
56,2016-01-24-118,1.0
57,2016-01-24-118,0.0
58,2016-01-24-118,1.0
59,2016-01-24-118,0.0
61,2016-01-24-118,0.0
63,2016-01-24-118,1.0
64,2016-01-24-118,0.0
65,2016-01-24-118,0.0
66,2016-01-24-118,0.0
1,2016-01-24-130,6.0
2,2016-01-24-130,0.0
3,2016-01-24-130,0.0
4,2016-01-24-130,12.0
6,2016-01-24-130,0.0
7,2016-01-24-130,12.0
8,2016-01-24-130,58.0
9,2016-01-24-130,1.0
10,2016-01-24-130,0.0
11,2016-01-24-130,1.0
12,2016-01-24-130,11.0
13,2016-01-24-130,0.0
14,2016-01-24-130,3.0
16,2016-01-24-130,0.0
17,2016-01-24-130,0.0
18,2016-01-24-130,0.0
19,2016-01-24-130,3.0
20,2016-01-24-130,3.0
21,2016-01-24-130,1.0
22,2016-01-24-130,12.0
23,2016-01-24-130,131.0
24,2016-01-24-130,7.0
25,2016-01-24-130,1.0
26,2016-01-24-130,1.0
27,2016-01-24-130,7.0
28,2016-01-24-130,15.0
29,2016-01-24-130,1.0
30,2016-01-24-130,0.0
31,2016-01-24-130,1.0
32,2016-01-24-130,0.0
33,2016-01-24-130,0.0
34,2016-01-24-130,1.0
35,2016-01-24-130,0.0
36,2016-01-24-130,0.0
37,2016-01-24-130,6.0
38,2016-01-24-130,0.0
39,2016-01-24-130,3.0
40,2016-01-24-130,3.0
41,2016-01-24-130,2.0
42,2016-01-24-130,2.0
43,2016-01-24-130,0.0
45,2016-01-24-130,0.0
46,2016-01-24-130,4.0
47,2016-01-24-130,0.0
48,2016-01-24-130,44.0
49,2016-01-24-130,0.0
50,2016-01-24-130,0.0
51,2016-01-24-130,491.0
53,2016-01-24-130,0.0
54,2016-01-24-130,0.0
55,2016-01-24-130,0.0
56,2016-01-24-130,0.0
57,2016-01-24-130,0.0
58,2016-01-24-130,0.0
59,2016-01-24-130,0.0
61,2016-01-24-130,1.0
